country,t,estimate_main,Gini_main,estimate_T,Gini_T,estimate_CES,Gini_CES,estimate_PTM,Gini_PTM,estimate_Poor,Gini_Poor,estimate_Ladder,Gini_Ladder,estimate_PPML,Gini_PPML,estimate_Consumption,Gini_Consumption
KGZ,1998-2000,.70950001,39.540001,.96679997,43.91,.72820002,39.900002,.6006,37.23,.82959998,41.740002,.43059999,32.779999,.61900002,37.639999,.51709998,35.200001
KGZ,2001-2003,.60689998,37.369999,.9174,43.169998,.5801,36.75,.47220001,33.990002,.66610003,38.66,.56950003,36.5,.63690001,38.040001,.40599999,32.02
KGZ,2004-2006,.46560001,33.799999,.91720003,43.16,.48559999,34.360001,.505,34.880001,.3574,30.41,.35499999,30.33,.7604,40.509998,.40459999,31.98
KGZ,2007-2009,.62660003,37.810001,.67210001,38.779999,.65539998,38.43,.63,37.889999,.57910001,36.73,.5115,35.049999,.80400002,41.299999,.43579999,32.939999
KGZ,2010-2012,.68510002,39.049999,.70139998,39.380001,.81940001,41.57,.56470001,36.389999,.97530001,44.040001,.47130001,33.959999,.509,34.990002,.40200001,31.889999
KGZ,2013-2015,.51560003,35.16,.61269999,37.5,.6239,37.75,.40779999,32.080002,.67000002,38.740002,.2784,27.4,.52560002,35.419998,.41800001,32.400002
KGZ,2016-2018,.4601,33.650002,.54110003,35.810001,.53479999,35.650002,.38479999,31.34,.3265,29.299999,.57249999,36.57,.5934,37.060001,.3197,29.040001
KHM,1995-1997,1.1829,46.790001,1.9946001,54.099998,1.3942,49.119999,1.4621,49.790001,2.4777,57.009998,1.1819,46.77,.74589998,40.240002,.64819998,38.279999
KHM,1998-2000,.94919997,43.650002,1.6917,51.830002,1.0655,45.299999,1.1704,46.639999,.68360001,39.02,.98369998,44.16,.75389999,40.389999,.3978,31.76
KHM,2001-2003,.93739998,43.470001,1.5093,50.240002,1.2006,47,.89929998,42.880001,.072499998,14.84,.64069998,38.119999,.73140001,39.970001,.42219999,32.529999
KHM,2004-2006,.83289999,41.799999,1.7858,52.580002,1.2117,47.130001,1.2605,47.689999,1.1979001,46.970001,.39269999,31.6,.68720001,39.09,.229,25.18
KHM,2007-2009,1.1467,46.34,1.2421,47.48,1.1833,46.790001,1.4187,49.369999,1.0488,45.07,1.0146,44.599998,.87830001,42.549999,.37630001,31.059999
KHM,2010-2012,1.2078,47.080002,1.159,46.5,1.1246001,46.07,1.0306,44.82,1.1044,45.810001,.89609998,42.830002,1.0124,44.57,.46219999,33.709999
KHM,2013-2015,1.2862999,47.98,1.1054,45.82,1.3981,49.16,1.1717,46.650002,1.207,47.07,1.1531,46.419998,.87410003,42.48,.3809,31.209999
KHM,2016-2018,1.669,51.650002,1.316,48.299999,1.8888,53.360001,1.6064,51.110001,2.0416,54.419998,1.723,52.09,.93959999,43.509998,.4824,34.27
KOR,1995-1997,.47600001,34.09,.45609999,33.529999,.5862,36.900002,.39410001,31.639999,.72890002,39.919998,.35049999,30.17,.50129998,34.779999,.33570001,29.639999
KOR,1998-2000,.56410003,36.369999,.50169998,34.790001,.66479999,38.630001,.53439999,35.639999,.9303,43.369999,.52539998,35.41,.51990002,35.27,.4188,32.419998
KOR,2001-2003,.47420001,34.040001,.3924,31.59,.61260003,37.5,.38249999,31.26,.79549998,41.150002,.3662,30.719999,.4914,34.52,.42070001,32.48
KOR,2004-2006,.58649999,36.900002,.43849999,33.02,.64359999,38.18,.58850002,36.950001,.67449999,38.830002,.4619,33.700001,.56690001,36.439999,.37130001,30.889999
KOR,2007-2009,.55989999,36.27,.5801,36.75,.64209998,38.150002,.4991,34.720001,.6451,38.220001,.43990001,33.060001,.53820002,35.740002,.5072,34.939999
KOR,2010-2012,.80059999,41.240002,.77350003,40.75,.84009999,41.919998,.76910001,40.669998,.96429998,43.880001,.79900002,41.209999,.6006,37.23,.3592,30.469999
KOR,2013-2015,.65259999,38.380001,.64999998,38.32,.60189998,37.259998,.59869999,37.189999,.65009999,38.32,.58090001,36.77,.57380003,36.599998,.52329999,35.360001
KOR,2016-2018,.7173,39.689999,.59380001,37.07,.7166,39.68,.70850003,39.52,.70380002,39.43,.65640002,38.459999,.54250002,35.84,.4463,33.25
KWT,1995-1997,-.4025,,-.36899999,,-.3479,,-.56559998,,-.4339,,-.3075,,.2588,26.559999,.0603,13.58
KWT,1998-2000,-.163,,-.17649999,,-.1159,,-.32179999,,-.063199997,,.1875,23.059999,.2384,25.629999,.1157,18.5
KWT,2001-2003,-.2069,,-.1661,,-.068599999,,-.3529,,-.31580001,,.1513,20.93,.25330001,26.309999,.058200002,13.35
KWT,2004-2006,-.16590001,,1.3104,48.240002,-.082999997,,-.37059999,,-.26969999,,.1823,22.77,.25580001,26.43,-.020099999,
KWT,2007-2009,-.18619999,,-.059900001,,-1.1636,,-.33829999,,-.2194,,.1868,23.02,.30599999,28.51,.079400003,15.5
KWT,2010-2012,-.16159999,,-.0287,,-.1169,,-.329,,-.1023,,.389,31.48,.31150001,28.73,-.0111,
KWT,2013-2015,.064000003,13.98,.19679999,23.559999,.078900002,15.45,-.062600002,,-.0394,,.33230001,29.51,.3662,30.719999,.1435,20.43
KWT,2016-2018,.2133,24.42,.27869999,27.41,.21439999,24.469999,.1279,19.379999,-.046100002,,.493,34.560001,.39950001,31.809999,.1857,22.959999
LAO,1995-1997,.95609999,43.759998,1.5285,50.419998,1.2022001,47.02,-.75889999,,.4434,33.16,1.2584,47.669998,.69169998,39.18,.36719999,30.75
LAO,1998-2000,.63020003,37.889999,1.0462,45.040001,1.1619999,46.529999,-1.5966001,,.89039999,42.740002,.75160003,40.349998,1.0049,44.459999,.0286,9.4499998
LAO,2001-2003,.2349,25.459999,.72420001,39.830002,.53600001,35.68,-1.4607,,-.096699998,,.56110001,36.299999,.5905,37,-.134,
LAO,2004-2006,-.32600001,,.1063,17.790001,-.1192,,-1.1313,,-.53200001,,-.63059998,,.96640003,43.91,-.1039,
LAO,2007-2009,.51020002,35.02,.60659999,37.369999,.8326,41.790001,-1.2963001,,.74330002,40.189999,.21170001,24.33,.7403,40.130001,-.2845,
LAO,2010-2012,.57849997,36.720001,.73290002,39.990002,.80339998,41.290001,.38249999,31.26,.23190001,25.32,.259,26.57,.801,41.240002,.377,31.08
LAO,2013-2015,.49219999,34.540001,.6735,38.810001,.56370002,36.360001,.433,32.849998,-.3466,,.19050001,23.219999,.9188,43.189999,.13850001,20.1
LAO,2016-2018,.54409999,35.880001,.52869999,35.490002,.72799999,39.900002,.44639999,33.25,1.1157,45.950001,.56339997,36.360001,.78100002,40.889999,-.2326,
LBN,1995-1997,.30860001,28.620001,.26640001,26.889999,.2536,26.33,.23370001,25.41,.25350001,26.32,.27219999,27.139999,.29789999,28.200001,.1688,21.99
LBN,1998-2000,.27540001,27.27,.2969,28.16,.24779999,26.059999,.18189999,22.75,.1392,20.15,.2483,26.09,.3204,29.07,.1926,23.34
LBN,2001-2003,.3712,30.879999,.3488,30.110001,.33059999,29.450001,.27520001,27.27,.25420001,26.35,.396,31.700001,.39340001,31.620001,.26640001,26.889999
LBN,2004-2006,.37149999,30.9,.2034,23.91,.3459,30,.32319999,29.18,.32280001,29.16,.37979999,31.17,.45539999,33.509998,.22480001,24.98
LBN,2007-2009,.29390001,28.040001,.37079999,30.870001,.24259999,25.83,.27399999,27.209999,.26030001,26.620001,.24089999,25.75,.4181,32.400002,.27379999,27.209999
LBN,2010-2012,.30989999,28.67,.41100001,32.18,.29089999,27.91,.26390001,26.780001,.13060001,19.57,.27239999,27.139999,.4296,32.75,.28729999,27.77
LBN,2013-2015,.33860001,29.74,.41299999,32.240002,.35600001,30.360001,.26879999,26.99,.34740001,30.059999,.30180001,28.35,.4314,32.810001,.2281,25.139999
LBN,2016-2018,.36770001,30.77,.42179999,32.509998,.39390001,31.639999,.336,29.65,.221,24.799999,.3012,28.33,.44499999,33.209999,.25870001,26.549999
LBR,1998-2000,.8233,41.630001,1.5116,50.259998,.89829999,42.869999,.67690003,38.880001,.51999998,35.27,1.2366,47.419998,.58410001,36.849998,.3664,30.719999
LBR,2001-2003,.40959999,32.139999,.43000001,32.759998,.46759999,33.860001,.69080001,39.169998,-.52990001,,1.3556,48.720001,.43810001,33.009998,.46380001,33.75
LBR,2004-2006,.8854,42.66,1.3126,48.27,.86970001,42.41,.79610002,41.16,.31659999,28.93,1.318,48.32,.45100001,33.380001,.28439999,27.65
LBR,2007-2009,1.024,44.73,.70730001,39.5,.97469997,44.029999,.94260001,43.549999,.51800001,35.220001,1.8152,52.810001,.67250001,38.790001,.34639999,30.030001
LBR,2010-2012,.65979999,38.529999,.64990002,38.32,.7762,40.799999,.912,43.080002,.86580002,42.349998,1.3386,48.540001,.72240001,39.790001,.46290001,33.73
LBR,2013-2015,1.0784,45.470001,.69199997,39.189999,1.1123,45.91,.86870003,42.389999,1.0290999,44.799999,2.2527001,55.75,.69840002,39.32,.43380001,32.880001
LBR,2016-2018,1.117,45.970001,.75099999,40.34,1.1138999,45.93,.79610002,41.16,1.2668,47.759998,2.5448,57.360001,.74680001,40.259998,.4201,32.459999
LBY,2001-2003,.37059999,30.860001,.2225,24.870001,.37599999,31.040001,.2101,24.25,-.0955,,.82920003,41.73,.34639999,30.02,.0568,13.2
LBY,2004-2006,.57380003,36.610001,.4296,32.75,.5237,35.369999,.50440001,34.869999,.34869999,30.1,.63029999,37.889999,.43900001,33.029999,.1779,22.52
LBY,2007-2009,.46970001,33.919998,.4797,34.200001,.4366,32.959999,.44620001,33.240002,.3788,31.139999,.68510002,39.049999,.4129,32.240002,.1894,23.16
LBY,2010-2012,.52600002,35.43,.53030002,35.540001,.50919998,34.990002,.4655,33.799999,.6814,38.98,.72490001,39.84,.5097,35,.094999999,16.870001
LBY,2013-2015,.60769999,37.389999,.63190001,37.93,.62080002,37.68,.64200002,38.150002,.56510001,36.400002,.73390001,40.009998,.56449997,36.380001,.1114,18.18
LBY,2016-2018,.6268,37.82,.71259999,39.599998,.66320002,38.599998,.49950001,34.740002,.59350002,37.07,.97240001,44,.58160001,36.790001,.184,22.860001
LKA,1995-1997,1.2823,47.93,1.322,48.369999,1.4099,49.279999,.9483,43.639999,1.1341,46.189999,1.6661,51.619999,.72149998,39.77,.71630001,39.669998
LKA,1998-2000,1.2291,47.330002,1.3469,48.630001,1.2007,47,.97759998,44.07,.99510002,44.32,1.0039001,44.450001,.65539998,38.43,.66180003,38.57
LKA,2001-2003,.89819998,42.869999,1.0901999,45.619999,.89719999,42.849998,.83950001,41.91,.4815,34.25,.75940001,40.490002,.54350001,35.869999,.83340001,41.810001
LKA,2004-2006,1.0931,45.66,.91939998,43.200001,1.1494,46.380001,1.1173,45.970001,.84299999,41.970001,1.1742001,46.68,.64630002,38.240002,.72250003,39.790001
LKA,2007-2009,1.2884001,48,1.0939,45.669998,1.4554,49.73,1.0473,45.049999,1.589,50.959999,1.3752,48.93,.71319997,39.610001,.86570001,42.34
LKA,2010-2012,1.4446,49.619999,1.148,46.360001,1.4588,49.759998,1.258,47.66,1.4978,50.130001,1.5901,50.970001,.7579,40.459999,.88609999,42.669998
LKA,2013-2015,1.2115,47.130001,1.0650001,45.290001,1.2614,47.700001,1.094,45.669998,1.2753,47.860001,1.7442,52.259998,.74129999,40.150002,.85259998,42.130001
LKA,2016-2018,1.3774,48.950001,1.2337,47.389999,1.5577,50.68,1.2513,47.59,1.3428,48.59,1.6188,51.220001,.80400002,41.299999,1.0029,44.43
LTU,1995-1997,.6257,37.790001,.5596,36.259998,.61930001,37.650002,.62870002,37.860001,.69999999,39.349998,.6329,37.950001,.27320001,27.18,.51490003,35.139999
LTU,1998-2000,.53609997,35.68,.48069999,34.23,.52990001,35.529999,.53829998,35.740002,.6013,37.240002,.51230001,35.07,.27289999,27.17,.54519999,35.91
LTU,2001-2003,.49680001,34.66,.45179999,33.41,.48249999,34.27,.47330001,34.02,.574,36.610001,.4526,33.43,.27900001,27.43,.54149997,35.82
LTU,2004-2006,.61860001,37.639999,.50169998,34.790001,.5776,36.700001,.57230002,36.57,.6936,39.220001,.63679999,38.040001,.3238,29.200001,.59450001,37.09
LTU,2007-2009,.64090002,38.119999,.61930001,37.650002,.5988,37.189999,.61790001,37.619999,.72860003,39.91,.65990001,38.529999,.3132,28.790001,.6383,38.07
LTU,2010-2012,.6401,38.110001,.61930001,37.650002,.57609999,36.66,.6056,37.34,.73040003,39.950001,.65630001,38.450001,.3369,29.68,.51419997,35.119999
LTU,2013-2015,.64520001,38.220001,.63499999,38,.5539,36.119999,.58770001,36.93,.80849999,41.380001,.6595,38.52,.34330001,29.91,.49700001,34.669998
LTU,2016-2018,.63889998,38.080002,.6225,37.720001,.55589998,36.169998,.61000001,37.439999,.6688,38.720001,.6469,38.25,.3073,28.57,.47389999,34.040001
LVA,1995-1997,.58719999,36.919998,.53609997,35.68,.57160002,36.549999,.62959999,37.880001,.63090003,37.91,.62239999,37.720001,.2414,25.77,.45699999,33.560001
LVA,1998-2000,.52560002,35.419998,.50650001,34.919998,.47260001,34,.53869998,35.75,.57359999,36.599998,.54149997,35.82,.28490001,27.67,.50199997,34.799999
LVA,2001-2003,.50370002,34.849998,.48249999,34.27,.49689999,34.66,.49169999,34.529999,.56160003,36.310001,.48469999,34.330002,.26809999,26.959999,.53860003,35.75
LVA,2004-2006,.59500003,37.099998,.52109998,35.299999,.57130003,36.549999,.60159999,37.25,.70179999,39.389999,.62300003,37.73,.34709999,30.049999,.53170002,35.57
LVA,2007-2009,.61860001,37.639999,.59100002,37.009998,.57779998,36.700001,.58029997,36.759998,.76319999,40.560001,.67589998,38.860001,.33109999,29.469999,.54400003,35.880001
LVA,2010-2012,.59119999,37.009998,.56389999,36.369999,.55229998,36.09,.54629999,35.939999,.6279,37.84,.62660003,37.810001,.32659999,29.299999,.42140001,32.5
LVA,2013-2015,.5909,37.009998,.56230003,36.330002,.53500003,35.66,.57139999,36.549999,.77100003,40.709999,.66890001,38.720001,.32539999,29.26,.426,32.639999
LVA,2016-2018,.55690002,36.200001,.55140001,36.060001,.486,34.369999,.51840001,35.23,.64069998,38.119999,.59289998,37.049999,.3215,29.110001,.37599999,31.049999
MAC,1995-1997,-.44679999,,-.57779998,,-.0546,,-.77060002,,-.80239999,,-.97299999,,.25709999,26.48,.42649999,32.66
MAC,1998-2000,-.65009999,,-.86809999,,-.1063,,-1.3695,,-.84380001,,-1.3285,,.26769999,26.950001,.29269999,27.99
MAC,2001-2003,-.66049999,,-.74110001,,-.017999999,,-1.6952,,-.76200002,,-1.406,,.2854,27.690001,.089000002,16.360001
MAC,2004-2006,-.46830001,,-.14390001,,.2493,26.129999,-1.3414,,-.72420001,,-1.0930001,,.30649999,28.540001,.034899998,10.42
MAC,2007-2009,-.73079997,,-.40490001,,-.093099996,,-1.5476,,-.39179999,,-1.2359,,.2502,26.17,-.044500001,
MAC,2010-2012,-.69730002,,-.4438,,-.050900001,,-1.669,,-.43790001,,-1.2266999,,.26910001,27,-.1125,
MAC,2013-2015,-.70249999,,-.51910001,,-.0041,,-1.9572001,,-.53729999,,-1.3838,,.2516,26.23,-.23450001,
MAC,2016-2018,-.4632,,-.36219999,,.154,21.1,-1.3853,,-.15620001,,-.90439999,,.2163,24.57,-.096199997,
MAR,1995-1997,.80400002,41.299999,.75029999,40.32,.722,39.779999,.829,41.73,.65700001,38.470001,.59460002,37.09,.4506,33.369999,.52670002,35.450001
MAR,1998-2000,.80580002,41.330002,.78869998,41.029999,.74239999,40.169998,1.0039001,44.450001,1.2406,47.470001,.65219998,38.369999,.46830001,33.880001,.63529998,38
MAR,2001-2003,.9314,43.380001,.80879998,41.380001,.88419998,42.639999,.93849999,43.490002,.59200001,37.029999,.98619998,44.200001,.5054,34.889999,.63389999,37.970001
MAR,2004-2006,.98949999,44.240002,.91409999,43.119999,.92680001,43.310001,.9594,43.799999,.67640001,38.869999,1.0939,45.669998,.60900003,37.419998,.5934,37.060001
MAR,2007-2009,1.0623,45.259998,1.0199,44.669998,.89420003,42.799999,1.0388,44.939999,.727,39.880001,1.2287,47.330002,.62629998,37.810001,.68589997,39.07
MAR,2010-2012,1.1332,46.18,1.0903,45.630001,1.017,44.630001,1.1162,45.959999,1.0601,45.23,1.4095,49.27,.66420001,38.619999,.58679998,36.91
MAR,2013-2015,1.1914999,46.889999,1.1691,46.619999,1.1043,45.810001,1.1978,46.970001,1.0596,45.220001,1.4503,49.68,.64960003,38.310001,.7044,39.439999
MAR,2016-2018,1.0700999,45.360001,1.1264,46.09,.99669999,44.349998,1.1013,45.77,.86979997,42.41,1.1373,46.23,.54549998,35.919998,.64209998,38.150002
MDA,1995-1997,.8689,42.400002,.98229998,44.139999,.93779999,43.48,.90460002,42.970001,.79400003,41.119999,.92390001,43.27,.4427,33.139999,.54470003,35.900002
MDA,1998-2000,.75269997,40.369999,.84119999,41.939999,.75300002,40.369999,.745,40.220001,.77020001,40.689999,.76740003,40.639999,.38800001,31.440001,.54470003,35.900002
MDA,2001-2003,.68019998,38.950001,.7845,40.950001,.65719998,38.470001,.64880002,38.290001,.5291,35.509998,.69950002,39.34,.3901,31.51,.54030001,35.790001
MDA,2004-2006,.56410003,36.369999,.65600002,38.450001,.55629998,36.18,.56199998,36.32,.39379999,31.629999,.51319999,35.099998,.45320001,33.450001,.53469998,35.650002
MDA,2007-2009,.48629999,34.380001,.53039998,35.540001,.4849,34.34,.47999999,34.200001,.412,32.209999,.472,33.98,.43340001,32.869999,.50520003,34.889999
MDA,2010-2012,.4294,32.75,.45559999,33.52,.4632,33.73,.47350001,34.02,.41850001,32.41,.43489999,32.91,.4481,33.299999,.4612,33.68
MDA,2013-2015,.36649999,30.73,.44069999,33.080002,.39199999,31.57,.38940001,31.49,.3691,30.809999,.35319999,30.26,.44080001,33.080002,.43430001,32.889999
MDA,2016-2018,.36770001,30.77,.4296,32.75,.40329999,31.940001,.36160001,30.559999,.35910001,30.469999,.41299999,32.240002,.40279999,31.92,.38119999,31.219999
MDG,1995-1997,1.3914,49.09,1.2977999,48.099998,1.5921,50.990002,1.3096,48.23,1.6091,51.139999,1.3981,49.16,.55369997,36.119999,.89120001,42.75
MDG,1998-2000,1.3942,49.119999,1.3628,48.799999,1.4608999,49.779999,1.3957,49.130001,1.6727,51.68,1.0201,44.68,.3405,29.809999,1.0121,44.57
MDG,2001-2003,1.2656,47.75,1.2387,47.439999,1.2492,47.560001,1.3885,49.060001,1.3308001,48.459999,1.367,48.84,.59310001,37.060001,.9501,43.669998
MDG,2004-2006,1.0657001,45.299999,1.11,45.880001,1.0750999,45.43,1.1619999,46.529999,1.0931,45.66,.86000001,42.25,.75220001,40.360001,.86269999,42.290001
MDG,2007-2009,1.3895,49.07,1.2993,48.119999,1.4095,49.27,1.5325,50.450001,1.7098,51.98,1.301,48.139999,.72490001,39.84,.8434,41.970001
MDG,2010-2012,1.406,49.240002,1.3131,48.27,1.4432,49.610001,1.5375,50.5,1.9097,53.509998,1.1848,46.810001,.82230002,41.619999,.8883,42.709999
MDG,2013-2015,1.7244999,52.099998,1.6226,51.25,1.8403,53,1.7578,52.369999,2.3099,56.080002,1.9686,53.919998,.94669998,43.610001,.8233,41.630001
MDG,2016-2018,1.701,51.91,1.5552,50.66,1.6603,51.57,1.9536,53.82,1.9112,53.52,1.8906,53.369999,.61500001,37.560001,.85650003,42.189999
MEX,1995-1997,1.3890001,49.07,1.6425,51.419998,1.4734,49.900002,1.3329999,48.48,1.4148999,49.330002,1.3515,48.68,.6239,37.75,1.1945,46.93
MEX,1998-2000,1.5745,50.830002,1.7875,52.599998,1.6849,51.779999,1.5365,50.490002,1.5186,50.32,1.4836,50,.64490002,38.209999,1.2846,47.959999
MEX,2001-2003,1.6954,51.860001,1.8354,52.959999,1.7079999,51.970001,1.7011,51.91,1.7179,52.049999,1.6364,51.369999,.69950002,39.34,1.3462,48.619999
MEX,2004-2006,1.7431,52.25,1.7369,52.200001,1.7460001,52.27,1.7517999,52.32,1.7790999,52.529999,1.7786,52.529999,.79570001,41.150002,1.3183,48.330002
MEX,2007-2009,1.7082,51.970001,1.4771,49.93,1.6831,51.759998,1.7453001,52.27,1.7316,52.16,1.7282,52.130001,.78560001,40.970001,1.2437,47.5
MEX,2010-2012,1.7265,52.119999,1.4936,50.09,1.7041,51.93,1.7877001,52.599998,1.6824,51.759998,1.6713001,51.66,.79909998,41.209999,1.2165999,47.189999
MEX,2013-2015,1.5456001,50.57,1.355,48.720001,1.5294,50.419998,1.5888,50.959999,1.4744,49.91,1.5415,50.529999,.77149999,40.709999,1.204,47.040001
MEX,2016-2018,1.4445,49.619999,1.2999001,48.130001,1.3944,49.119999,1.4922,50.080002,1.4753,49.919998,1.4261,49.439999,.74870002,40.290001,1.1109999,45.889999
MKD,1995-1997,.66469997,38.630001,.62099999,37.689999,.60420001,37.310001,.62639999,37.810001,.66079998,38.549999,.82489997,41.66,.3497,30.139999,.47760001,34.139999
MKD,1998-2000,.56569999,36.41,.56599998,36.419998,.52740002,35.459999,.5237,35.369999,.79339999,41.110001,.61790001,37.619999,.3486,30.1,.53049999,35.540001
MKD,2001-2003,.4932,34.560001,.47009999,33.93,.47130001,33.959999,.5079,34.959999,.54809999,35.98,.54149997,35.82,.3655,30.690001,.56300002,36.349998
MKD,2004-2006,.39660001,31.719999,.3793,31.16,.40400001,31.959999,.43000001,32.759998,.37380001,30.969999,.40869999,32.110001,.4102,32.150002,.579,36.73
MKD,2007-2009,.36539999,30.690001,.37290001,30.940001,.4082,32.09,.3924,31.59,.43669999,32.959999,.35210001,30.23,.4064,32.040001,.64319998,38.169998
MKD,2010-2012,.4325,32.84,.4513,33.389999,.46740001,33.849998,.43189999,32.82,.4729,34.009998,.4673,33.849998,.3919,31.57,.5697,36.509998
MKD,2013-2015,.40200001,31.9,.41,32.150002,.4391,33.029999,.40459999,31.98,.3653,30.68,.42629999,32.650002,.4109,32.18,.52219999,35.330002
MKD,2016-2018,.35910001,30.469999,.36849999,30.790001,.40270001,31.92,.3786,31.139999,.3353,29.620001,.3996,31.82,.36070001,30.52,.4499,33.349998
MLI,1995-1997,1.4299001,49.48,1.7059,51.950001,1.4176,49.349998,1.8604,53.150002,1.4617,49.790001,1.9293,53.650002,.7051,39.450001,1.1129,45.919998
MLI,1998-2000,1.6573,51.549999,1.9296,53.650002,1.5019,50.169998,2.0553,54.509998,1.6779,51.720001,2.2365999,55.650002,.80250001,41.27,1.0271,44.779999
MLI,2001-2003,1.2676001,47.77,1.6900001,51.82,1.0143,44.599998,1.2015001,47.009998,.88270003,42.619999,1.7251,52.099998,.82639998,41.689999,1.1137,45.93
MLI,2004-2006,1.6207,51.240002,-1.7015001,,1.1592,46.5,1.4324,49.5,1.5717,50.810001,1.5273,50.400002,.78189999,40.900002,1.0662,45.310001
MLI,2007-2009,1.4904,50.060001,1.1892,46.860001,1.3186001,48.330002,1.6567,51.540001,1.4057,49.240002,1.7968,52.669998,.3872,31.42,.8294,41.740002
MLI,2010-2012,1.6842999,51.77,1.3609999,48.779999,1.5362999,50.490002,1.8501,53.07,2.1456001,55.09,2.0953,54.77,.44909999,33.330002,.81279999,41.450001
MLI,2013-2015,2.0406001,54.41,1.5491,50.599998,2.1336999,55.02,1.8653001,53.189999,2.0957,54.77,2.4789,57.02,.7227,39.799999,.9454,43.59
MLI,2016-2018,1.7018,51.919998,1.3147,48.290001,1.5624,50.720001,1.8046,52.73,2.1171,54.91,2.0552001,54.509998,.56639999,36.43,.87190002,42.450001
MMR,1995-1997,1.4455,49.630001,1.9148999,53.549999,1.6688,51.639999,.95740002,43.77,1.4105,49.279999,2.1882999,55.360001,1.3205,48.349998,.152,20.98
MMR,1998-2000,1.8142,52.799999,2.2049999,55.459999,1.8121001,52.790001,1.8117,52.779999,2.0353,54.380001,1.9973,54.119999,1.1937,46.919998,.44,33.060001
MMR,2001-2003,1.1815,46.77,1.5179,50.32,1.5999,51.049999,.73949999,40.119999,.9267,43.310001,.83960003,41.91,1.0382,44.93,.60369998,37.299999
MMR,2004-2006,1.1847,46.810001,1.5626,50.720001,1.4364001,49.540001,.90020001,42.900002,1.358,48.75,.96579999,43.900002,1.4227999,49.41,.15710001,21.290001
MMR,2007-2009,.69300002,39.209999,.97610003,44.049999,.9425,43.549999,.99959999,44.389999,.96539998,43.889999,-.1513,,1.1166,45.970001,.1648,21.76
MMR,2010-2012,1.3289,48.439999,1.1621,46.540001,1.5571001,50.68,1.1519001,46.41,1.9686,53.919998,1.1832,46.790001,1.1127,45.919998,.50239998,34.810001
MMR,2013-2015,1.1953,46.939999,1.0294,44.810001,1.2460999,47.529999,1.4306,49.48,1.0009,44.41,.889,42.720001,.86430001,42.32,.46939999,33.91
MMR,2016-2018,1.5073,50.220001,1.2727,47.830002,1.5784,50.869999,1.6509,51.490002,1.1797,46.75,1.6249,51.27,.83899999,41.900002,.57010001,36.52
MNG,1995-1997,.211,24.299999,.35910001,30.469999,.2701,27.049999,.29170001,27.950001,.70450002,39.439999,-.9673,,.17730001,22.49,.51010001,35.02
MNG,1998-2000,.35260001,30.24,.4118,32.200001,.48069999,34.220001,.3592,30.469999,.68120003,38.970001,-.71060002,,.36199999,30.57,.55419999,36.130001
MNG,2001-2003,.4332,32.860001,.17460001,22.33,.55690002,36.200001,.55089998,36.049999,.56910002,36.490002,-.38530001,,.36829999,30.790001,.5248,35.400002
MNG,2004-2006,.1429,20.4,.36970001,30.84,.18970001,23.18,.18610001,22.98,.081500001,15.69,-.4822,,.42219999,32.52,.5036,34.84
MNG,2007-2009,.3317,29.49,.48519999,34.349998,.42950001,32.75,.377,31.08,.78079998,40.880001,-.38330001,,.3536,30.280001,.53299999,35.599998
MNG,2010-2012,.1812,22.709999,.42359999,32.57,.34450001,29.950001,.3479,30.08,.147,20.66,-.66850001,,.50749999,34.950001,.49290001,34.560001
MNG,2013-2015,.15989999,21.459999,.3319,29.5,.2764,27.32,.17200001,22.18,.2105,24.27,-.0209,,.47940001,34.189999,.4102,32.150002
MNG,2016-2018,.25529999,26.4,.43079999,32.790001,.30419999,28.450001,.24779999,26.059999,.2333,25.389999,-.068000004,,.40000001,31.83,.3874,31.42
MOZ,1995-1997,2.1914999,55.380001,4.3056998,63.900002,2.2478001,55.720001,3.1431,60.080002,3.1005001,59.91,1.8485,53.060001,.63169998,37.93,1.2868,47.98
MOZ,1998-2000,2.2077999,55.48,4.4143,64.190002,2.2316999,55.619999,4.3060002,63.900002,1.2476,47.549999,.89960003,42.889999,.60710001,37.380001,1.1597,46.509998
MOZ,2001-2003,2.2458,55.709999,3.5706,61.66,2.5566001,57.43,3.5912001,61.73,1.2463,47.529999,.8786,42.549999,.47909999,34.18,1.2588,47.669998
MOZ,2004-2006,2.4890001,57.07,2.1461999,55.099998,2.8144,58.669998,4.0247998,63.099998,1.9234999,53.610001,1.6641999,51.610001,.96689999,43.91,1.4405,49.580002
MOZ,2007-2009,2.2981,56.009998,1.6687,51.639999,2.5473001,57.380001,3.4021001,61.07,2.0455999,54.450001,1.2039,47.040001,.80900002,41.389999,1.4129,49.310001
MOZ,2010-2012,3.0416,59.669998,1.9744999,53.959999,2.8899,59.009998,4.3235002,63.950001,2.7356999,58.310001,2.0555999,54.509998,.83950001,41.91,1.4658999,49.830002
MOZ,2013-2015,3.2894001,60.650002,2.1537001,55.139999,3.3875999,61.009998,4.4754,64.349998,3.3411,60.84,2.5116,57.189999,.89499998,42.82,1.6545,51.52
MOZ,2016-2018,3.0795,59.82,2.4263,56.740002,3.0764,59.810001,4.3295999,63.959999,3.4531,61.25,2.4755001,57,.86650002,42.360001,1.3961999,49.139999
MRT,1995-1997,1.6849999,51.779999,1.6267,51.290001,1.1556,46.450001,1.6128,51.169998,.92869997,43.34,1.1392,46.25,.67110002,38.759998,1.0738,45.41
