country,t,estimate_main,Gini_main,estimate_T,Gini_T,estimate_CES,Gini_CES,estimate_PTM,Gini_PTM,estimate_Poor,Gini_Poor,estimate_Ladder,Gini_Ladder,estimate_PPML,Gini_PPML,estimate_Consumption,Gini_Consumption
AFG,2007-2009,.92860001,43.34,.89109999,42.75,1.0315,44.84,.89969999,42.889999,.46039999,33.650002,.91909999,43.189999,.42089999,32.48,.1547,21.139999
AFG,2010-2012,.58569998,36.889999,.83450001,41.82,.64579999,38.23,.56339997,36.360001,.308,28.59,.81309998,41.459999,.54500002,35.91,.1812,22.709999
AFG,2013-2015,1.0338,44.869999,1.0426,44.990002,1.0944999,45.68,.61470002,37.549999,1.2395,47.450001,1.3135999,48.279999,.67269999,38.799999,.1557,21.209999
AFG,2016-2018,1.4127001,49.310001,1.2199,47.23,1.4995,50.150002,1.0251,44.75,1.5366,50.490002,1.8915,53.380001,.38240001,31.26,.42719999,32.68
AGO,1995-1997,1.1421,46.290001,2.0636001,54.57,1.2405,47.459999,1.4309,49.490002,.1795,22.610001,.55129999,36.060001,.32480001,29.23,1.405,49.23
AGO,1998-2000,1.3427,48.59,1.8332,52.950001,1.2986,48.110001,1.4935,50.09,.71920002,39.73,.70359999,39.419998,.4808,34.23,1.6418999,51.419998
AGO,2001-2003,.99019998,44.25,1.2702,47.799999,.93980002,43.509998,.95340002,43.720001,.82929999,41.740002,.71109998,39.57,.41249999,32.220001,1.7743,52.490002
AGO,2004-2006,1.3436,48.599998,1.2471,47.540001,1.1948,46.93,1.4793,49.950001,1.4311,49.490002,1.0509,45.099998,.58829999,36.950001,1.5027,50.18
AGO,2007-2009,1.3394001,48.549999,1.2118,47.130001,1.4079,49.259998,1.4432,49.610001,1.258,47.66,1.266,47.75,.60960001,37.43,1.4116,49.290001
AGO,2010-2012,1.4684,49.849998,1.3338,48.490002,1.6619,51.59,1.3784,48.959999,1.5562,50.669998,1.3579,48.75,.60119998,37.240002,1.3319,48.470001
AGO,2013-2015,1.4596,49.77,1.2582,47.669998,1.6021,51.07,1.5219001,50.349998,1.4798,49.959999,1.219,47.209999,.68089998,38.959999,1.3013999,48.139999
AGO,2016-2018,1.3832,49.009998,1.1747,46.689999,1.5019,50.169998,1.4647,49.82,1.9910001,54.080002,1.3361,48.52,.67869997,38.919998,1.2212,47.240002
ALB,1995-1997,.63440001,37.98,.69499999,39.25,.63690001,38.040001,.58200002,36.799999,.47920001,34.18,.67269999,38.799999,.40130001,31.870001,.45390001,33.470001
ALB,1998-2000,.49950001,34.73,.62059999,37.68,.51370001,35.110001,.50880003,34.98,.3996,31.82,.57200003,36.560001,.35260001,30.24,.37720001,31.09
ALB,2001-2003,.4208,32.48,.61189997,37.490002,.3971,31.74,.3978,31.76,.3019,28.35,.4998,34.740002,.4941,34.59,.4515,33.400002
ALB,2004-2006,.45249999,33.43,.58170003,36.790001,.43799999,33,.50099999,34.77,.38859999,31.459999,.46090001,33.669998,.58920002,36.970001,.41420001,32.279999
ALB,2007-2009,.29069999,27.91,.32499999,29.24,.3134,28.799999,.3425,29.879999,.37169999,30.9,.30610001,28.52,.4339,32.880001,.41949999,32.439999
ALB,2010-2012,.32530001,29.25,.35069999,30.18,.36129999,30.549999,.35640001,30.379999,.39379999,31.629999,.26519999,26.84,.46309999,33.73,.3768,31.07
ALB,2013-2015,.36430001,30.65,.37509999,31.02,.38069999,31.200001,.38730001,31.42,.303,28.4,.38550001,31.360001,.48899999,34.450001,.38690001,31.41
ALB,2016-2018,.41589999,32.330002,.43349999,32.869999,.46349999,33.740002,.36790001,30.77,.50809997,34.959999,.47710001,34.119999,.48190001,34.259998,.42500001,32.610001
ARE,1998-2000,-.1074,,-.20190001,,-.097900003,,-.1644,,-.33759999,,.58939999,36.970001,.2404,25.719999,.86970001,42.41
ARE,2001-2003,-.067900002,,-.2102,,-.047800001,,-.2155,,-.19859999,,.38730001,31.42,.2261,25.049999,.8387,41.889999
ARE,2004-2006,.028100001,9.3699999,1.3811001,48.990002,.061099999,13.67,-.1256,,-.1866,,.54290003,35.849998,.32749999,29.33,.73659998,40.060001
ARE,2007-2009,.189,23.139999,.2096,24.23,.2185,24.67,-.046999998,,.1313,19.620001,.82539999,41.669998,.34650001,30.030001,.91009998,43.049999
ARE,2010-2012,.26190001,26.690001,.29100001,27.92,.30469999,28.459999,.1146,18.42,.0319,9.9700003,.82880002,41.73,.3908,31.530001,.60720003,37.380001
ARE,2013-2015,.2485,26.09,.28819999,27.809999,.28150001,27.530001,.13429999,19.82,.052700002,12.74,.60049999,37.23,.3624,30.59,.63919997,38.09
ARE,2016-2018,.31889999,29.01,.3493,30.129999,.3251,29.24,.2087,24.18,.1302,19.540001,.67839998,38.91,.3628,30.6,.69010001,39.150002
ARG,1995-1997,1.3918,49.099998,1.5639,50.740002,1.4831001,49.990002,1.3663,48.830002,1.5904,50.970001,1.4464,49.639999,.5395,35.77,1.0236,44.73
ARG,1998-2000,1.4563,49.73,1.5373,50.5,1.5190001,50.330002,1.3361,48.52,1.9103,53.509998,1.6206,51.240002,.61260003,37.5,.91210002,43.080002
ARG,2001-2003,1.5195,50.330002,1.654,51.52,1.5917,50.98,1.4604,49.77,2.0034001,54.16,1.5807,50.889999,.60189998,37.259998,1.0135,44.59
ARG,2004-2006,1.6087,51.130001,1.5652,50.75,1.6413,51.41,1.4615,49.779999,2.0871999,54.720001,1.5842,50.919998,.70560002,39.459999,1.1252,46.07
ARG,2007-2009,1.5801001,50.880001,1.2738,47.84,1.5707,50.799999,1.6341,51.349998,1.801,52.700001,1.7108001,51.990002,.708,39.509998,1.0975,45.720001
ARG,2010-2012,1.6282001,51.299999,1.344,48.599998,1.5733,50.82,1.6315,51.330002,1.8872,53.349998,1.6645,51.610001,.76239997,40.549999,1.0427999,44.990002
ARG,2013-2015,1.4166,49.34,1.2207,47.23,1.3816,48.990002,1.4258,49.439999,1.6712,51.66,1.4582,49.75,.713,39.610001,.96240002,43.849998
ARG,2016-2018,1.3061,48.200001,1.1503,46.389999,1.2496001,47.57,1.3334,48.490002,1.2851,47.970001,1.2697999,47.799999,.68440002,39.040001,.95840001,43.790001
ARM,1995-1997,1.3721,48.889999,2.1847,55.34,1.4769,49.93,1.3284,48.439999,1.5545,50.650002,1.3986,49.16,.47999999,34.209999,.50480002,34.869999
ARM,1998-2000,.56819999,36.470001,.77560002,40.790001,.59549999,37.110001,.65649998,38.459999,.45429999,33.48,.3558,30.360001,.44069999,33.080002,.37439999,30.99
ARM,2001-2003,.2753,27.27,.4752,34.07,.1988,23.67,.41729999,32.369999,.3858,31.370001,.1049,17.67,.3854,31.360001,.34259999,29.889999
ARM,2004-2006,.38519999,31.35,.51310003,35.09,.24969999,26.15,.419,32.43,.19400001,23.41,.4316,32.810001,.4303,32.77,.4111,32.18
ARM,2007-2009,.34869999,30.1,.41929999,32.439999,.25,26.16,.37799999,31.110001,.2221,24.85,.38960001,31.5,.42429999,32.59,.4057,32.009998
ARM,2010-2012,.35980001,30.5,.41949999,32.439999,.27849999,27.4,.3204,29.07,.1468,20.639999,.4386,33.02,.43380001,32.880001,.39070001,31.530001
ARM,2013-2015,.45649999,33.540001,.4779,34.150002,.43309999,32.860001,.40239999,31.91,.30430001,28.450001,.45539999,33.509998,.43130001,32.799999,.39669999,31.73
ARM,2016-2018,.433,32.849998,.47530001,34.07,.44980001,33.349998,.45359999,33.459999,.3811,31.219999,.45590001,33.52,.43959999,33.049999,.3933,31.610001
AUS,1995-1997,.83810002,41.880001,.60769999,37.389999,.93440002,43.43,.74470001,40.220001,1.0032001,44.439999,.7015,39.380001,.44710001,33.27,1.326,48.41
AUS,1998-2000,.84850001,42.060001,.57520002,36.639999,.9429,43.560001,.95410001,43.720001,1.1478,46.360001,.72219998,39.790001,.47909999,34.18,1.2095,47.099998
AUS,2001-2003,.86519998,42.34,.57069999,36.529999,.99510002,44.32,.88319999,42.630001,.93330002,43.41,.72030002,39.75,.46039999,33.66,1.1907001,46.880001
AUS,2004-2006,.77100003,40.709999,.51130003,35.049999,.83200002,41.779999,.7723,40.73,1.0178,44.650002,.74669999,40.259998,.50260001,34.82,.94959998,43.66
AUS,2007-2009,.69220001,39.200001,.68559998,39.060001,.77520001,40.779999,.65469998,38.419998,.79750001,41.18,.84140003,41.939999,.50260001,34.82,.9817,44.130001
AUS,2010-2012,.77310002,40.740002,.70959997,39.540001,.82410002,41.650002,.75690001,40.450001,.72180003,39.779999,.8064,41.34,.5011,34.779999,.72960001,39.93
AUS,2013-2015,.64420003,38.200001,.64109999,38.130001,.6293,37.869999,.65310001,38.389999,.59509999,37.099998,.69,39.150002,.49590001,34.639999,.85219997,42.119999
AUS,2016-2018,.66320002,38.599998,.51660001,35.18,.65799999,38.490002,.66680002,38.669998,.58139998,36.779999,.63550001,38.009998,.4831,34.290001,.884,42.639999
AUT,1995-1997,.4057,32.009998,.40310001,31.93,.40669999,32.049999,.421,32.490002,.43130001,32.799999,.41949999,32.439999,.34290001,29.9,.37850001,31.129999
AUT,1998-2000,.4303,32.77,.41209999,32.209999,.4289,32.73,.45469999,33.490002,.45820001,33.59,.4443,33.189999,.3531,30.26,.4553,33.509998
AUT,2001-2003,.40329999,31.940001,.36230001,30.58,.3951,31.68,.44369999,33.169998,.35049999,30.17,.4224,32.529999,.3317,29.49,.4382,33.009998
AUT,2004-2006,.41850001,32.41,.3671,30.74,.41260001,32.23,.45699999,33.560001,.43959999,33.049999,.4355,32.93,.38789999,31.440001,.42289999,32.549999
AUT,2007-2009,.42609999,32.650002,.38550001,31.360001,.42860001,32.720001,.48249999,34.27,.41769999,32.389999,.45249999,33.43,.38150001,31.23,.4716,33.970001
AUT,2010-2012,.43560001,32.93,.40349999,31.940001,.44209999,33.119999,.45969999,33.630001,.45660001,33.549999,.435,32.91,.39559999,31.690001,.4233,32.560001
AUT,2013-2015,.4377,32.990002,.41370001,32.259998,.43959999,33.049999,.47409999,34.040001,.38510001,31.35,.46200001,33.700001,.36700001,30.74,.4235,32.57
AUT,2016-2018,.38150001,31.23,.3612,30.540001,.37819999,31.120001,.39140001,31.549999,.33849999,29.74,.43439999,32.900002,.33809999,29.73,.4145,32.290001
AZE,1995-1997,.9325,43.400002,.81709999,41.52,.95230001,43.700001,.98500001,44.18,1.0157,44.619999,.60280001,37.279999,.51050001,35.029999,.43799999,33
AZE,1998-2000,.72219998,39.790001,.70450002,39.439999,.74870002,40.290001,.85299999,42.130001,.5115,35.049999,.34529999,29.99,.53399998,35.630001,.40220001,31.9
AZE,2001-2003,.56959999,36.509998,.5711,36.540001,.56989998,36.509998,.65429997,38.41,.1032,17.540001,.43849999,33.02,.46450001,33.77,.382,31.25
AZE,2004-2006,.48230001,34.27,.54210001,35.830002,.4436,33.169998,.5772,36.689999,.17749999,22.5,.3524,30.24,.41370001,32.259998,.3761,31.049999
AZE,2007-2009,.47009999,33.93,.4998,34.740002,.4127,32.23,.54650003,35.939999,.1648,21.76,.2439,25.889999,.40900001,32.119999,.41069999,32.169998
AZE,2010-2012,.46669999,33.830002,.46489999,33.779999,.45199999,33.41,.47830001,34.16,.23109999,25.290001,.5291,35.509998,.42269999,32.540001,.36390001,30.639999
AZE,2013-2015,.5007,34.77,.50239998,34.810001,.47299999,34.009998,.54720002,35.959999,.2242,24.950001,.4113,32.189999,.45640001,33.540001,.32640001,29.290001
AZE,2016-2018,.40450001,31.969999,.4569,33.549999,.3899,31.5,.4725,34,.3599,30.5,.2802,27.48,.41,32.150002,.26840001,26.98
BDI,1995-1997,1.4913,50.07,1.7616,52.400002,1.4801,49.959999,1.3463,48.619999,.99919999,44.380001,1.1885,46.849998,.53049999,35.540001,.77789998,40.830002
BDI,1998-2000,1.0582,45.200001,1.2792,47.900002,1.258,47.66,.92970002,43.360001,.5165,35.18,.023700001,8.6199999,.49360001,34.580002,.73890001,40.110001
BDI,2001-2003,1.6533999,51.509998,2.3513999,56.32,1.6842,51.77,1.2035,47.029999,.94019997,43.52,1.1267999,46.09,.31510001,28.870001,.7403,40.130001
BDI,2004-2006,1.2361,47.41,1.8576,53.130001,1.2485,47.549999,1.5024,50.169998,1.1720999,46.66,.73339999,40,.46149999,33.689999,.38319999,31.290001
BDI,2007-2009,1.2426,47.490002,1.0671,45.32,1.4333,49.509998,1.3981,49.16,.1134,18.33,.3858,31.370001,.54610002,35.93,.47940001,34.189999
BDI,2010-2012,.79680002,41.169998,.7022,39.389999,1.0208,44.689999,.70469999,39.439999,.085000001,16,.32049999,29.07,.55250001,36.09,.7263,39.869999
BDI,2013-2015,1.1942,46.919998,1.0887001,45.610001,1.2807,47.919998,1.4866,50.02,1.3846,49.02,.9005,42.900002,.42460001,32.599998,.64770001,38.27
BDI,2016-2018,.87730002,42.529999,.8635,42.310001,1.0375,44.919998,.5571,36.200001,.1785,22.549999,.96899998,43.950001,.53079998,35.549999,.65920001,38.52
BEL,1995-1997,.30899999,28.629999,.3955,31.690001,.32589999,29.280001,.29229999,27.969999,.2404,25.719999,.3123,28.76,.3522,30.23,.27669999,27.33
BEL,1998-2000,.2872,27.76,.4077,32.07,.30379999,28.43,.25440001,26.360001,.29429999,28.049999,.3303,29.440001,.35569999,30.35,.3466,30.030001
BEL,2001-2003,.2529,26.299999,.33610001,29.65,.2692,27.01,.2404,25.719999,.18009999,22.639999,.23800001,25.610001,.33700001,29.690001,.35339999,30.27
BEL,2004-2006,.28690001,27.75,.35049999,30.17,.30450001,28.459999,.2202,24.76,.1847,22.9,.2956,28.1,.37239999,30.92,.3524,30.24
BEL,2007-2009,.27250001,27.15,.23190001,25.32,.28780001,27.790001,.2278,25.129999,.2191,24.709999,.249,26.120001,.34220001,29.870001,.35440001,30.299999
BEL,2010-2012,.30230001,28.370001,.25619999,26.440001,.32539999,29.26,.29249999,27.98,.28819999,27.799999,.2696,27.02,.3592,30.469999,.338,29.719999
BEL,2013-2015,.2899,27.879999,.25529999,26.4,.30779999,28.59,.30509999,28.48,.27430001,27.23,.23100001,25.280001,.34220001,29.870001,.3495,30.129999
BEL,2016-2018,.26109999,26.66,.2432,25.85,.27579999,27.290001,.26390001,26.780001,.25080001,26.200001,.2227,24.879999,.33340001,29.549999,.3204,29.07
BEN,1995-1997,1.0208,44.689999,1.1953,46.939999,.68900001,39.130001,1.1667,46.59,1.21,47.110001,1.2438,47.5,.71280003,39.599998,1.2006,47
BEN,1998-2000,1.5335,50.459999,1.6442,51.439999,1.2642,47.73,1.8061,52.740002,1.0387,44.939999,1.7086,51.970001,.62339997,37.740002,1.0885,45.599998
BEN,2001-2003,1.4608001,49.779999,2.5348001,57.310001,1.457,49.740002,1.528,50.41,1.734,52.18,1.9261,53.630001,.62959999,37.880001,1.1628,46.540001
BEN,2004-2006,1.7283,52.130001,2.0283999,54.330002,1.5964,51.02,1.8158,52.810001,3.8053999,62.43,2.4590001,56.91,.70429999,39.439999,1.2543,47.619999
BEN,2007-2009,1.9665999,53.91,1.6219,51.25,1.9001,53.439999,2.8803999,58.970001,3.2026999,60.32,2.3866,56.52,.71450001,39.639999,1.3989,49.169998
BEN,2010-2012,1.556,50.669998,1.4766001,49.93,1.5488,50.599998,2.1342001,55.02,2.6657,57.970001,1.8696001,53.220001,.82770002,41.709999,1.1591001,46.5
BEN,2013-2015,1.1944,46.919998,1.257,47.650002,1.1354001,46.200001,1.0994,45.740002,2.757,58.41,1.529,50.419998,.68709999,39.09,1.3426,48.59
BEN,2016-2018,1.8710999,53.23,1.5713,50.799999,1.7363,52.200001,2.8508,58.84,3.5934999,61.740002,2.2938001,55.990002,.71359998,39.619999,1.2872,47.990002
BFA,1995-1997,.90719998,43.009998,1.1871001,46.84,1.0436,45,1.021,44.689999,.83209997,41.779999,.8624,42.290001,.32929999,29.4,.84130001,41.939999
BFA,1998-2000,1.0566,45.18,1.3435,48.599998,1.1179,45.98,1.2304,47.349998,.9774,44.07,1.1561,46.459999,.51539999,35.150002,.82239997,41.619999
BFA,2001-2003,1.0599,45.220001,.13590001,19.93,1.1602,46.509998,.95169997,43.689999,.94199997,43.540001,.93580002,43.450001,.4513,33.389999,.90140003,42.919998
BFA,2004-2006,1.0692,45.349998,1.4237,49.419998,1.0381,44.93,1.1969,46.950001,1.0788,45.470001,.92809999,43.330002,.61339998,37.52,.82209998,41.610001
BFA,2007-2009,.92500001,43.279999,.80400002,41.299999,.95700002,43.77,1.0899,45.619999,1.0554,45.16,.99440002,44.310001,.2516,26.23,.78369999,40.939999
BFA,2010-2012,.92229998,43.240002,.93480003,43.43,.98549998,44.189999,.94340003,43.560001,1.1817,46.77,.82590002,41.68,.5869,36.91,.67309999,38.799999
BFA,2013-2015,1.0867,45.580002,1.1523,46.41,1.133,46.169998,1.0931,45.66,1.3916,49.09,1.0697,45.349998,.45739999,33.57,.74379998,40.200001
BFA,2016-2018,1.0177,44.639999,.95749998,43.779999,.98479998,44.18,.93959999,43.509998,1.0574,45.189999,1.2293,47.330002,.55620003,36.18,.61210001,37.490002
BGD,1995-1997,1.7585,52.369999,2.2158,55.529999,1.6902,51.82,1.7502,52.310001,1.3293999,48.450001,1.8983001,53.43,.53369999,35.619999,.60640001,37.360001
BGD,1998-2000,1.5686001,50.779999,2.2177,55.540001,1.585,50.919998,1.3958,49.139999,.45590001,33.529999,1.3744,48.919998,.68339998,39.02,.41429999,32.279999
BGD,2001-2003,1.5826,50.900002,2.2909,55.970001,1.691,51.830002,1.2658,47.75,.94230002,43.549999,1.9787,53.990002,.85369998,42.150002,.61049998,37.459999
BGD,2004-2006,1.8002,52.700001,1.9729,53.950001,1.9521,53.810001,1.7967,52.669998,.95190001,43.689999,1.5341001,50.470001,.82370001,41.639999,.38929999,31.49
BGD,2007-2009,1.6956,51.869999,1.4396,49.57,1.8151,52.810001,1.6648999,51.610001,1.6885,51.810001,1.9836,54.029999,.8434,41.970001,.69980001,39.349998
BGD,2010-2012,1.7191,52.060001,1.5457,50.57,1.9052,53.48,1.6091,51.139999,1.5074,50.220001,2.0885999,54.73,.80720001,41.349998,.49020001,34.48
BGD,2013-2015,1.7992001,52.689999,1.4087,49.27,2.0788,54.669998,1.7334,52.169998,1.4208,49.389999,2.2597001,55.790001,.90719998,43.009998,.71939999,39.73
BGD,2016-2018,1.9941,54.099998,1.5930001,50.990002,2.1285,54.990002,1.8607,53.150002,2.7688999,58.459999,2.4449999,56.84,.7888,41.029999,.7457,40.240002
BGR,1995-1997,.41,32.150002,.42640001,32.650002,.45230001,33.419998,.41639999,32.349998,.29390001,28.030001,.3822,31.25,.36199999,30.57,.3574,30.41
BGR,1998-2000,.4452,33.220001,.40799999,32.080002,.4461,33.240002,.4553,33.509998,.38999999,31.51,.46529999,33.790001,.4127,32.23,.44100001,33.09
BGR,2001-2003,.42109999,32.490002,.33770001,29.709999,.40830001,32.09,.4061,32.029999,.40959999,32.139999,.41819999,32.400002,.35789999,30.43,.4637,33.75
BGR,2004-2006,.40599999,32.02,.37709999,31.08,.4043,31.969999,.39840001,31.780001,.4923,34.540001,.39579999,31.700001,.42390001,32.580002,.44800001,33.299999
BGR,2007-2009,.4824,34.27,.48190001,34.259998,.49070001,34.5,.48030001,34.209999,.49529999,34.619999,.50819999,34.970001,.3989,31.799999,.4567,33.549999
BGR,2010-2012,.68089998,38.970001,.65920001,38.509998,.62180001,37.709999,.64740002,38.259998,.73909998,40.110001,.75470001,40.41,.40869999,32.110001,.49259999,34.549999
BGR,2013-2015,.72659999,39.869999,.70190001,39.389999,.67259997,38.790001,.70910001,39.529999,.78899997,41.029999,.81300002,41.450001,.4111,32.18,.53899997,35.759998
BGR,2016-2018,.71969998,39.740002,.70039999,39.360001,.6652,38.639999,.6771,38.889999,.7863,40.98,.78500003,40.959999,.38800001,31.440001,.50260001,34.82
BHR,1995-1997,-.198,,-.1628,,-.1276,,-.27219999,,-.35260001,,-.1798,,.20730001,24.110001,.69239998,39.200001
BHR,1998-2000,-.038699999,,-.1069,,-.018999999,,-.1138,,-.0046999999,,-.078500003,,.26640001,26.889999,.5715,36.549999
BHR,2001-2003,.044799998,11.77,-.0074999998,,.1629,21.639999,-.1103,,-.057,,.3229,29.16,.28099999,27.51,.58740002,36.93
BHR,2004-2006,-.015,,.7978,41.189999,.1089,17.99,-.1569,,-.1105,,.2124,24.370001,.29539999,28.09,.39570001,31.690001
BHR,2007-2009,.1125,18.26,.2192,24.709999,.069499999,14.54,.0348,10.41,.0298,9.6499996,.58219999,36.799999,.32429999,29.219999,.64539999,38.220001
BHR,2010-2012,.076700002,15.24,.22059999,24.780001,.1398,20.190001,-.1279,,-.0122,,.85680002,42.200001,.37900001,31.15,.5334,35.619999
BHR,2013-2015,.16689999,21.889999,.3197,29.040001,.20649999,24.07,.0272,9.2200003,.037500001,10.79,.82459998,41.650002,.3908,31.540001,.59390002,37.080002
BHR,2016-2018,.26679999,26.91,.38820001,31.450001,.29769999,28.190001,.1389,20.129999,.1399,20.200001,.9217,43.23,.40020001,31.84,.73989999,40.130001
BIH,1995-1997,.67049998,38.75,.65210003,38.360001,.70599997,39.470001,.64520001,38.220001,.6864,39.080002,.74989998,40.310001,.32390001,29.200001,.53399998,35.630001
BIH,1998-2000,.61470002,37.549999,.5492,36.009998,.59310001,37.060001,.60869998,37.41,.75239998,40.360001,.77850002,40.84,.34029999,29.799999,.63270003,37.950001
BIH,2001-2003,.5449,35.900002,.514,35.119999,.50709999,34.93,.57810003,36.709999,.75510001,40.41,.55970001,36.27,.3608,30.530001,.57660002,36.669998
BIH,2004-2006,.46149999,33.689999,.45320001,33.450001,.46700001,33.84,.48019999,34.209999,.41499999,32.299999,.49680001,34.66,.43079999,32.790001,.53490001,35.650002
BIH,2007-2009,.34259999,29.889999,.34850001,30.1,.3802,31.190001,.35010001,30.15,.24950001,26.139999,.34119999,29.84,.38890001,31.469999,.53850001,35.740002
BIH,2010-2012,.38139999,31.23,.3888,31.469999,.43279999,32.849998,.42539999,32.619999,.30090001,28.32,.38690001,31.41,.38999999,31.51,.5503,36.040001
BIH,2013-2015,.3163,28.91,.33930001,29.77,.36480001,30.67,.30239999,28.370001,.2687,26.99,.35530001,30.34,.3723,30.92,.51899999,35.25
BIH,2016-2018,.3224,29.139999,.34,29.790001,.38620001,31.389999,.32080001,29.08,.36269999,30.59,.3858,31.370001,.32879999,29.379999,.48010001,34.209999
BLR,1995-1997,.6566,38.459999,.52969998,35.52,.70179999,39.389999,.676,38.860001,.62309998,37.740002,.62690002,37.82,.32780001,29.35,.57859999,36.720001
BLR,1998-2000,.4242,32.59,.35519999,30.34,.40700001,32.049999,.3892,31.48,.35659999,30.379999,.47940001,34.189999,.3328,29.530001,.4932,34.57
BLR,2001-2003,.426,32.639999,.3109,28.709999,.37819999,31.120001,.41080001,32.169998,.3619,30.57,.49309999,34.560001,.33669999,29.68,.41510001,32.310001
BLR,2004-2006,.37020001,30.85,.29440001,28.049999,.3371,29.690001,.38119999,31.219999,.3048,28.469999,.3847,31.33,.38,31.18,.40580001,32.009998
BLR,2007-2009,.36399999,30.639999,.41229999,32.220001,.36140001,30.549999,.3603,30.51,.38170001,31.24,.31479999,28.85,.36230001,30.58,.41460001,32.290001
BLR,2010-2012,.38170001,31.24,.4102,32.150002,.3845,31.33,.3707,30.870001,.46630001,33.82,.3768,31.07,.35969999,30.49,.4016,31.879999
BLR,2013-2015,.42570001,32.630001,.4601,33.650002,.4228,32.549999,.45249999,33.43,.47389999,34.040001,.36660001,30.73,.38249999,31.26,.3863,31.389999
BLR,2016-2018,.32440001,29.219999,.3624,30.59,.2992,28.25,.32570001,29.27,.3272,29.33,.31259999,28.77,.28889999,27.83,.3087,28.620001
BOL,1995-1997,1.8894,53.360001,2.5156,57.209999,2.0343001,54.369999,2.1503,55.119999,1.8292,52.919998,1.7018,51.919998,.60519999,37.330002,.62150002,37.700001
BOL,1998-2000,2.2193999,55.549999,2.904,59.080002,2.2686999,55.84,2.2708001,55.860001,2.0343001,54.369999,2.2423,55.689999,.72920001,39.919998,.94050002,43.52
BOL,2001-2003,2.0615001,54.549999,2.7274001,58.27,2.1731999,55.27,2.3109,56.09,1.9722,53.950001,1.9549,53.830002,.74409997,40.209999,.7683,40.66
BOL,2004-2006,1.9607,53.869999,2.6461999,57.880001,2.0639999,54.57,2.2816999,55.919998,2.0411999,54.419998,1.8839,53.32,.87400001,42.48,.6688,38.709999
BOL,2007-2009,1.906,53.48,1.4849,50.009998,1.9256999,53.619999,1.7605,52.389999,1.8451,53.029999,1.7702,52.459999,.89490002,42.810001,.80930001,41.389999
BOL,2010-2012,1.909,53.5,1.5271,50.400002,1.8439,53.029999,1.7846,52.57,1.8299,52.919998,2.0002,54.139999,1.03,44.82,.76880002,40.669998
BOL,2013-2015,1.7979,52.68,1.4323,49.5,1.7774,52.52,1.9138,53.540001,1.8742,53.25,1.7012,51.91,.98430002,44.169998,.77319998,40.75
BOL,2016-2018,1.5991,51.049999,1.3286999,48.439999,1.5075999,50.220001,1.5969,51.029999,1.7591,52.380001,1.6178,51.209999,.95789999,43.779999,.64020002,38.110001
BRA,1995-1997,2.7314999,58.290001,3.5053,61.439999,2.8721001,58.93,2.8613,58.889999,2.6043999,57.669998,2.7081001,58.18,.67409998,38.830002,.76840001,40.66
BRA,1998-2000,2.7502999,58.380001,3.5188999,61.48,2.9131,59.119999,2.9804001,59.41,2.4296,56.75,2.5662,57.470001,.68019998,38.950001,.83039999,41.75
BRA,2001-2003,2.3659999,56.400002,2.7804,58.52,2.5257001,57.27,2.3917,56.549999,2.1919,55.380001,2.2021,55.439999,.67379999,38.82,1.0921,45.650002
BRA,2004-2006,2.1185999,54.919998,2.4171,56.689999,2.1666,55.220001,2.1652,55.220001,2.04,54.41,2.0827999,54.689999,.72549999,39.849998,.98100001,44.119999
BRA,2007-2009,2.1894,55.369999,1.6356,51.360001,2.1766,55.290001,2.1352,55.029999,2.2909999,55.970001,2.2237,55.57,.73100001,39.959999,1.2314,47.360001
BRA,2010-2012,2.1842999,55.330002,1.7334,52.169998,2.1255,54.970001,2.2553,55.759998,2.1336999,55.02,2.2811999,55.919998,.77859998,40.84,.82560003,41.669998
BRA,2013-2015,2.1652999,55.220001,1.6852,51.779999,2.1134,54.889999,2.3150001,56.110001,1.8936,53.389999,1.9691,53.93,.78820002,41.02,.91060001,43.060001
BRA,2016-2018,2.141,55.060001,1.7428,52.25,2.0924001,54.75,2.1243,54.959999,1.8415,53.009998,2.2527001,55.75,.79280001,41.099998,.82419997,41.650002
BTN,1995-1997,.71820003,39.709999,.87690002,42.529999,.76179999,40.540001,-7.7751002,,-3.3116,,1.3484,48.650002,.68889999,39.130001,.96710002,43.919998
BTN,1998-2000,.0209,8.0900002,.32769999,29.34,.1156,18.5,-.29179999,,1.3352,48.509998,-.40439999,,.58880001,36.959999,.56389999,36.369999
BTN,2001-2003,.85369998,42.150002,.59009999,36.990002,2.8297,58.740002,-5.2442999,,3.4417,61.209999,3.552,61.599998,.55419999,36.130001,1.0638,45.279999
BTN,2004-2006,.65869999,38.5,.58999997,36.990002,.4808,34.23,-.091499999,,-2.6819,,1.4198999,49.380001,.36129999,30.549999,.64069998,38.119999
BTN,2007-2009,.60210001,37.259998,.71939999,39.73,.70859998,39.52,.32879999,29.379999,-1.0287,,1.2234,47.27,.63510001,38,.48640001,34.380001
BTN,2010-2012,.18279999,22.799999,.24240001,25.82,.24160001,25.780001,-.0296,,-.0105,,1.0145,44.599998,.4763,34.099998,.56279999,36.34
BTN,2013-2015,.3258,29.27,.33500001,29.610001,.57499999,36.630001,.56730002,36.450001,2.3446,56.279999,.1411,20.280001,.44729999,33.279999,.84060001,41.93
BTN,2016-2018,.25009999,26.17,.30919999,28.639999,.2791,27.43,.094300002,16.809999,.0231,8.5100002,1.2197,47.220001,.414,32.27,.55089998,36.049999
